title,creator,collection,objectid,filename,youtubeid,imagelink,publisher/publication,place,date,description,subject,,physical location,identifier,formatoriginal,type,format,language,rights,rightsstatement
The Relentless Pursuit of Umatilla Lands,Rich Wandschneider,Rich Wandschneider Blog,The-Relentless-Pursuit-of-Umatilla-Lands,https://library.josephy.org/2023/02/the-relentless-pursuit-of-umatilla-lands/,,library-header.jpg,Rich Wandschneider,,2023-02-16,Blog entry from 2023-02-16,Allotment Act; Dawes Act; Umatilla; Umatilla Confederated Tribes; umatilla reservation,,Library Website,The-Relentless-Pursuit-of-Umatilla-Lands,blog posts,record,url,eng,,
Trains and Natives,Rich Wandschneider,Rich Wandschneider Blog,Trains-and-Natives,https://library.josephy.org/2023/02/trains-and-natives/,,library-header.jpg,Rich Wandschneider,,2023-02-20,Blog entry from 2023-02-20,Maxville; racism; Rail routes West. Pacific railroads; railroads,,Library Website,Trains-and-Natives,blog posts,record,url,eng,,
"Senator Abourezk, Arabs, and American Indians",Rich Wandschneider,Rich Wandschneider Blog,Senator-Abourezk-Arabs-and-American-Indians,https://library.josephy.org/2023/02/senator-abourezk-arabs-and-american-indians/,,library-header.jpg,Rich Wandschneider,,2023-02-28,Blog entry from 2023-02-28,Abourezk; Alvin Josephy; Arab; Diane Josephy Peavey; Indian Child Welfare Act,,Library Website,Senator-Abourezk-Arabs-and-American-Indians,blog posts,record,url,eng,,
Vanishing Indians and Wounded Knee,Rich Wandschneider,Rich Wandschneider Blog,Vanishing-Indians-and-Wounded-Knee,https://library.josephy.org/2023/03/vanishing-indians-and-wounded-knee/,,library-header.jpg,Rich Wandschneider,,2023-03-06,Blog entry from 2023-03-06,David Treuer; Dee Brown; edward curtis; Edward Sheriff Curtis; Indian survival; Indians in unexpected places; Native American languages; Philip Deloria; Philip J. Deloria; Wounded Knee,,Library Website,Vanishing-Indians-and-Wounded-Knee,blog posts,record,url,eng,,
Indigenous Continent: The Big Picture and small mistakes,Rich Wandschneider,Rich Wandschneider Blog,Indigenous-Continent-The-Big-Picture-and-small-mistakes,https://library.josephy.org/2023/03/indigenous-continent-the-big-picture-and-small-mistakes/,,library-header.jpg,Rich Wandschneider,,2023-03-13,Blog entry from 2023-03-13,Indigenous Continent; Ned Blackhawk; Nez Perce; Pekka Hämäläinen,,Library Website,Indigenous-Continent-The-Big-Picture-and-small-mistakes,blog posts,record,url,eng,,
"Alvin Josephy, Custer, the Indian Story—and Vietnam",Rich Wandschneider,Rich Wandschneider Blog,Alvin-Josephy-Custer-the-Indian-Story-and-Vietnam,https://library.josephy.org/2023/03/alvin-josephy-custer-the-indian-story-and-vietnam/,,library-header.jpg,Rich Wandschneider,,2023-03-27,Blog entry from 2023-03-27,Alvin Josephy; Crazy Horse; Custer; Custer Battlefield; Custer myth; Henry Luce; Life Magazine; Little Big Man,,Library Website,Alvin-Josephy-Custer-the-Indian-Story-and-Vietnam,blog posts,record,url,eng,,
Vatican rescinds “Doctrine of Discovery”,Rich Wandschneider,Rich Wandschneider Blog,Vatican-rescinds-Doctrine-of-Discovery-,https://library.josephy.org/2023/04/vatican-rescinds-doctrine-of-discovery/,,library-header.jpg,Rich Wandschneider,,2023-04-04,Blog entry from 2023-04-04,1493 papal bull; Doctrine of Discovery,,Library Website,Vatican-rescinds-Doctrine-of-Discovery-,blog posts,record,url,eng,,
Catholics–and Providentialism,Rich Wandschneider,Rich Wandschneider Blog,Catholics-and-Providentialism,https://library.josephy.org/2023/04/catholics-and-providentialism/,,library-header.jpg,Rich Wandschneider,,2023-04-13,Blog entry from 2023-04-13,California; catholic indian missions; Catholicism; Western History; whitman; Whitman massacre,,Library Website,Catholics-and-Providentialism,blog posts,record,url,eng,,
More on the DOD–Doctrine of Discovery,Rich Wandschneider,Rich Wandschneider Blog,More-on-the-DOD-Doctrine-of-Discovery,https://library.josephy.org/2023/04/more-on-the-dod-doctrine-of-discovery/,,library-header.jpg,Rich Wandschneider,,2023-04-21,Blog entry from 2023-04-21,Dakota Access; Doctrine of Discovery; Sarah Augustine; Suriname; Wayana,,Library Website,More-on-the-DOD-Doctrine-of-Discovery,blog posts,record,url,eng,,
Rustication in the Wallowa,Rich Wandschneider,Rich Wandschneider Blog,Rustication-in-the-Wallowa,https://library.josephy.org/2023/05/rustication-in-the-wallowa/,,library-header.jpg,Rich Wandschneider,,2023-05-05,Blog entry from 2023-05-05,Wallowa History Center,,Library Website,Rustication-in-the-Wallowa,blog posts,record,url,eng,,
Traveling with the Elders,Rich Wandschneider,Rich Wandschneider Blog,Traveling-with-the-Elders,https://library.josephy.org/2023/05/traveling-with-the-elders/,,library-header.jpg,Rich Wandschneider,,2023-05-25,Blog entry from 2023-05-25,Cooper’s Ferry,,Library Website,Traveling-with-the-Elders,blog posts,record,url,eng,,
Lower Snake River Dams,Rich Wandschneider,Rich Wandschneider Blog,Lower-Snake-River-Dams,https://library.josephy.org/2023/05/lower-snake-river-dams/,,library-header.jpg,Rich Wandschneider,,2023-05-26,Blog entry from 2023-05-26,Nez Perce Tribe; Representative Simpson; Shannon Wheeler; Snake River; Snake River dams,,Library Website,Lower-Snake-River-Dams,blog posts,record,url,eng,,
Deb Haaland and the Road to Healing,Rich Wandschneider,Rich Wandschneider Blog,Deb-Haaland-and-the-Road-to-Healing,https://library.josephy.org/2023/06/deb-haaland-and-the-road-to-healing/,,library-header.jpg,Rich Wandschneider,,2023-06-08,Blog entry from 2023-06-08,boarding schools; chaco canyon; Chuck Sams; Deb Haaland,,Library Website,Deb-Haaland-and-the-Road-to-Healing,blog posts,record,url,eng,,
Hurray for the Supreme Court,Rich Wandschneider,Rich Wandschneider Blog,Hurray-for-the-Supreme-Court,https://library.josephy.org/2023/06/hurray-for-the-court/,,library-header.jpg,Rich Wandschneider,,2023-06-19,Blog entry from 2023-06-19,Allotment Act; American Indian Religious Freedom Act; BIA; Indian assimilation; Indian boarding schools; Indian Child Welfare Act; Indian Freedom of Religion Act; Indian history; Indian religious freedom act; Indian wars; land ownership; National Geographic; Neil Gorsuch; Relocation program; Removal Act of 1830,,Library Website,Hurray-for-the-Supreme-Court,blog posts,record,url,eng,,
Indians and the Fourth of July,Rich Wandschneider,Rich Wandschneider Blog,Indians-and-the-Fourth-of-July,https://library.josephy.org/2023/07/indians-and-the-fourth-to-july/,,library-header.jpg,Rich Wandschneider,,2023-07-04,Blog entry from 2023-07-04,Carlisle Institute; Dawes Act; Fourth of July,,Library Website,Indians-and-the-Fourth-of-July,blog posts,record,url,eng,,
Changing the mascot name,Rich Wandschneider,Rich Wandschneider Blog,Changing-the-mascot-name,https://library.josephy.org/2023/07/changing-the-mascot-name/,,library-header.jpg,Rich Wandschneider,,2023-07-05,Blog entry from 2023-07-05,Indian mascot names,,Library Website,Changing-the-mascot-name,blog posts,record,url,eng,,
"Artists, teachers, and tribal elders",Rich Wandschneider,Rich Wandschneider Blog,Artists-teachers-and-tribal-elders,https://library.josephy.org/2023/07/artists-teachers-and-tribal-elders/,,library-header.jpg,Rich Wandschneider,,2023-07-18,Blog entry from 2023-07-18,assimilation; Assimilationists; boarding schools; Don Gray; Judd Koehn; Tom Dimond,,Library Website,Artists-teachers-and-tribal-elders,blog posts,record,url,eng,,
Water has its way,Rich Wandschneider,Rich Wandschneider Blog,Water-has-its-way,https://library.josephy.org/2023/07/water-has-its-way/,,library-header.jpg,Rich Wandschneider,,2023-07-31,Blog entry from 2023-07-31,dams; Klamath; Snake River dams; Tulare Lake,,Library Website,Water-has-its-way,blog posts,record,url,eng,,
RFK and Tamkaliks,Rich Wandschneider,Rich Wandschneider Blog,RFK-and-Tamkaliks,https://library.josephy.org/2023/08/rfk-and-tamkaliks/,,library-header.jpg,Rich Wandschneider,,2023-08-02,Blog entry from 2023-08-02,King assassination; Robert F. Kennedy; Tamkaliks,,Library Website,RFK-and-Tamkaliks,blog posts,record,url,eng,,
The Biden-Haaland Power Duo,Rich Wandschneider,Rich Wandschneider Blog,The-Biden-Haaland-Power-Duo,https://library.josephy.org/2023/08/the-biden-haaland-power-duo/,,library-header.jpg,Rich Wandschneider,,2023-08-10,Blog entry from 2023-08-10,Bears Ears National Monument; Deb Haaland; Grand Canyon,,Library Website,The-Biden-Haaland-Power-Duo,blog posts,record,url,eng,,
more on co-management with tribes,Rich Wandschneider,Rich Wandschneider Blog,more-on-co-management-with-tribes,https://library.josephy.org/2023/08/more-on-co-management-with-tribes/,,library-header.jpg,Rich Wandschneider,,2023-08-15,Blog entry from 2023-08-15,BLM; Deb Haaland; Indian land tenure; Nez Perce Tribe; Roger Amerman; Uncategorized; US Forest Service,,Library Website,more-on-co-management-with-tribes,blog posts,record,url,eng,,
"Lillian Bounds Disney–Lapwai, Idaho",Rich Wandschneider,Rich Wandschneider Blog,Lillian-Bounds-Disney-Lapwai-Idaho,https://library.josephy.org/2023/08/lillian-bounds-disney-lapwai-idaho/,,library-header.jpg,Rich Wandschneider,,2023-08-22,Blog entry from 2023-08-22,Uncategorized,,Library Website,Lillian-Bounds-Disney-Lapwai-Idaho,blog posts,record,url,eng,,
Nez Perce Teaching Boxes,Rich Wandschneider,Rich Wandschneider Blog,Nez-Perce-Teaching-Boxes,https://library.josephy.org/2023/08/nez-perce-teaching-boxes-2/,,library-header.jpg,Rich Wandschneider,,2023-08-24,Blog entry from 2023-08-24,Imnaha; Nez Perce art; Nez Perce Homeland; Nez Perce National Park,,Library Website,Nez-Perce-Teaching-Boxes,blog posts,record,url,eng,,
Community Forest on the East Moraine,Rich Wandschneider,Rich Wandschneider Blog,Community-Forest-on-the-East-Moraine,https://library.josephy.org/2023/09/community-forest-on-the-east-moraine/,,library-header.jpg,Rich Wandschneider,,2023-09-05,Blog entry from 2023-09-05,East Moraine Community Forest; Nez Perce Fisheries; Nez Perce Homeland; Shannon Wheeler; sockeye salmon; Wallowa; Wallowa Lake; Wallowa Land Trust; Wallowa Resources,,Library Website,Community-Forest-on-the-East-Moraine,blog posts,record,url,eng,,
Anne Richardson and General Howard,Rich Wandschneider,Rich Wandschneider Blog,Anne-Richardson-and-General-Howard,https://library.josephy.org/2023/09/anne-richardson-and-general-howard/,,library-header.jpg,Rich Wandschneider,,2023-09-22,Blog entry from 2023-09-22,Anne Richardson; General Howard; Nez Perce; Nez Perce War,,Library Website,Anne-Richardson-and-General-Howard,blog posts,record,url,eng,,
Anti-Catholicism and American History,Rich Wandschneider,Rich Wandschneider Blog,Anti-Catholicism-and-American-History,https://library.josephy.org/2023/10/anti-catholicism-and-american-history/,,library-header.jpg,Rich Wandschneider,,2023-10-02,Blog entry from 2023-10-02,catholic indian missions; Henry Spalding; Hudson’s Bay Company; Louisiana Purchase; Metis; Treaty of Guadalupe Hidalgo,,Library Website,Anti-Catholicism-and-American-History,blog posts,record,url,eng,,
Indigenous Peoples’ Day,Rich Wandschneider,Rich Wandschneider Blog,Indigenous-Peoples-Day,https://library.josephy.org/2023/10/indigenous-peoples-day/,,library-header.jpg,Rich Wandschneider,,2023-10-09,Blog entry from 2023-10-09,1492; Columbus; Columbus Day; Columbus Day & Indigenous Peoples Day; Indigenous Peoples Day; Philip Deloria; Philip J. Deloria,,Library Website,Indigenous-Peoples-Day,blog posts,record,url,eng,,
“Conversations with the Sioux”,Rich Wandschneider,Rich Wandschneider Blog,-Conversations-with-the-Sioux-,https://library.josephy.org/2023/10/conversations-with-the-sioux/,,library-header.jpg,Rich Wandschneider,,2023-10-12,Blog entry from 2023-10-12,Alvin Josephy; Newberry Library; Sioux,,Library Website,-Conversations-with-the-Sioux-,blog posts,record,url,eng,,
Edward S. Curtiss at Josephy!,Rich Wandschneider,Rich Wandschneider Blog,Edward-S-Curtiss-at-Josephy-,https://library.josephy.org/2023/10/edward-s-curtiss-at-josephy/,,library-header.jpg,Rich Wandschneider,,2023-10-13,Blog entry from 2023-10-13,American Indian history; American Indian languages; American Indians; edward curtis; Edward Sheriff Curtis; North American Indian; Tim Egan,,Library Website,Edward-S-Curtiss-at-Josephy-,blog posts,record,url,eng,,
A Brief List of Books on Nez Perce History and Culture,Rich Wandschneider,Rich Wandschneider Blog,A-Brief-List-of-Books-on-Nez-Perce-History-and-Culture,https://library.josephy.org/2023/10/a-brief-list-of-books-on-nez-perce-history-and-culture/,,library-header.jpg,Rich Wandschneider,,2023-10-17,Blog entry from 2023-10-17,Chief Joseph; Nex Perce history; Nez Perce; Nez Perce art; Nez Perce stories; Nez Perce treaty,,Library Website,A-Brief-List-of-Books-on-Nez-Perce-History-and-Culture,blog posts,record,url,eng,,
The Nez Perce and Condors–and Alvin,Rich Wandschneider,Rich Wandschneider Blog,The-Nez-Perce-and-Condors-and-Alvin,https://library.josephy.org/2023/10/the-nez-perce-and-condors-and-alvin/,,library-header.jpg,Rich Wandschneider,,2023-10-23,Blog entry from 2023-10-23,Alvin Josephy; condor; Nez Perce,,Library Website,The-Nez-Perce-and-Condors-and-Alvin,blog posts,record,url,eng,,
"The Three Sisters: Buffalo, Beaver, Salmon",Rich Wandschneider,Rich Wandschneider Blog,The-Three-Sisters-Buffalo-Beaver-Salmon,https://library.josephy.org/2023/10/the-three-sisters-buffalo-beaver-salmon/,,library-header.jpg,Rich Wandschneider,,2023-10-25,Blog entry from 2023-10-25,beaver; beaver hats; buffalo; Ken Burns; Nez Perce; Nez Perce Fisheries; Oregon; salmon,,Library Website,The-Three-Sisters-Buffalo-Beaver-Salmon,blog posts,record,url,eng,,
Two sides,Rich Wandschneider,Rich Wandschneider Blog,Two-sides,https://library.josephy.org/2023/11/two-sides/,,library-header.jpg,Rich Wandschneider,,2023-11-04,Blog entry from 2023-11-04,Chief Joseph,,Library Website,Two-sides,blog posts,record,url,eng,,
An American Indian solution in Palestine?,Rich Wandschneider,Rich Wandschneider Blog,An-American-Indian-solution-in-Palestine-,https://library.josephy.org/2023/11/an-american-indian-solution-in-palestine/,,library-header.jpg,Rich Wandschneider,,2023-11-11,Blog entry from 2023-11-11,American Indian history; American Indians; Arab; Arab-Israeli War; Indian assimilation; Indian history; Indian Relocation; Indian removal; Indian reservations; Israel; Palestine; Unworthy Republic,,Library Website,An-American-Indian-solution-in-Palestine-,blog posts,record,url,eng,,
All is not good in Indian Country,Rich Wandschneider,Rich Wandschneider Blog,All-is-not-good-in-Indian-Country,https://library.josephy.org/2023/11/all-is-not-good-in-indian-country/,,library-header.jpg,Rich Wandschneider,,2023-11-11,Blog entry from 2023-11-11,fry bread; frybread; Indian diet; Indian survival,,Library Website,All-is-not-good-in-Indian-Country,blog posts,record,url,eng,,
Intolerable,Rich Wandschneider,Rich Wandschneider Blog,Intolerable,https://library.josephy.org/2023/11/intolerable/,,library-header.jpg,Rich Wandschneider,,2023-11-14,Blog entry from 2023-11-14,David Remnick; Gaza; Haaretz; Indan history; Indian wars; Nez Perce War; Wounded Knee,,Library Website,Intolerable,blog posts,record,url,eng,,
The Last Indian War—Horses and Technology,Rich Wandschneider,Rich Wandschneider Blog,The-Last-Indian-War-Horses-and-Technology,https://library.josephy.org/2023/11/the-last-indian-war-horses-and-technology/,,library-header.jpg,Rich Wandschneider,,2023-11-21,Blog entry from 2023-11-21,Elliott West; General Howard; General Miles; Indian history; Indian Horse; Indian wars; Isaac Stevens; Joseph; Joseph Band; Lewis and Clark; Nex Perce history; Nez Perce; Nez Perce treaty; Nez Perce War,,Library Website,The-Last-Indian-War-Horses-and-Technology,blog posts,record,url,eng,,
Heroes,Rich Wandschneider,Rich Wandschneider Blog,Heroes,https://library.josephy.org/2023/12/heroes/,,library-header.jpg,Rich Wandschneider,,2023-12-01,Blog entry from 2023-12-01,Gandhi; Israel; JFK; John F. Kennedy; Kennedy; King assassination; martin luther king,,Library Website,Heroes,blog posts,record,url,eng,,
War’s sidekicks and allies,Rich Wandschneider,Rich Wandschneider Blog,War-s-sidekicks-and-allies,https://library.josephy.org/2023/12/wars-sidekicks-and-allies/,,library-header.jpg,Rich Wandschneider,,2023-12-04,Blog entry from 2023-12-04,Charles Mann; Gaza; Israel,,Library Website,War-s-sidekicks-and-allies,blog posts,record,url,eng,,
Eurocentrism in America and Palestine,Rich Wandschneider,Rich Wandschneider Blog,Eurocentrism-in-America-and-Palestine,https://library.josephy.org/2023/12/eurocentrism-in-america-and-palestine/,,library-header.jpg,Rich Wandschneider,,2023-12-09,Blog entry from 2023-12-09,Alvin Josephy; American Indian history; American Indian Religious Freedom Act; Anglo-American; Gaza; Israel; Palestine,,Library Website,Eurocentrism-in-America-and-Palestine,blog posts,record,url,eng,,
Remembering—and forgetting—the Holocaust,Rich Wandschneider,Rich Wandschneider Blog,Remembering-and-forgetting-the-Holocaust,https://library.josephy.org/2023/12/remembering-and-forgetting-the-holocaust/,,library-header.jpg,Rich Wandschneider,,2023-12-31,Blog entry from 2023-12-31,Alvin Josephy; Gaza; Jack McClaran; Netanyahu,,Library Website,Remembering-and-forgetting-the-Holocaust,blog posts,record,url,eng,,
A Good Wallowa County New Year’s Story,Rich Wandschneider,Rich Wandschneider Blog,A-Good-Wallowa-County-New-Year-s-Story,https://library.josephy.org/2024/01/a-good-wallowa-county-new-years-story/,,library-header.jpg,Rich Wandschneider,,2024-01-02,Blog entry from 2024-01-02,Uncategorized,,Library Website,A-Good-Wallowa-County-New-Year-s-Story,blog posts,record,url,eng,,
